avaliacao,fracao_top,peso_especialista,quantidade_selecionada,rmspe_base,rmspe_gate,ganho_pp,preco_previsto_minimo_selecionado,preco_real_mediano_selecionado,proporcao_real_acima_1m,proporcao_real_acima_1300,proporcao_real_acima_1500,proporcao_real_acima_2m,ganho_fold_1_pp,ganho_fold_2_pp,ganho_fold_3_pp,ganho_fold_4_pp,ganho_fold_5_pp
holdout_id,0.015,0.25,15,0.20784386749850803,0.20776396756895096,0.00798999295570646,2052692.9384125944,3500000.0,1.0,1.0,0.9333333333333333,0.9333333333333333,,,,,
holdout_id,0.015,0.3333333333333333,15,0.20784386749850803,0.2077394265621958,0.010444093631223339,2052692.9384125944,3500000.0,1.0,1.0,0.9333333333333333,0.9333333333333333,,,,,
holdout_id,0.015,0.5,15,0.20784386749850803,0.20769348525207756,0.015038224643046383,2052692.9384125944,3500000.0,1.0,1.0,0.9333333333333333,0.9333333333333333,,,,,
holdout_id,0.015,0.75,15,0.20784386749850803,0.20763243013851646,0.02114373599915731,2052692.9384125944,3500000.0,1.0,1.0,0.9333333333333333,0.9333333333333333,,,,,
holdout_id,0.015,1.0,15,0.20784386749850803,0.2075808105466518,0.026305695185621647,2052692.9384125944,3500000.0,1.0,1.0,0.9333333333333333,0.9333333333333333,,,,,
holdout_id,0.02,0.1,19,0.20784386749850803,0.20780704438545775,0.003682311305028274,1867775.100989713,3500000.0,1.0,1.0,0.9473684210526315,0.8421052631578947,,,,,
holdout_id,0.02,0.2,19,0.20784386749850803,0.20777643492371717,0.006743257479085996,1867775.100989713,3500000.0,1.0,1.0,0.9473684210526315,0.8421052631578947,,,,,
holdout_id,0.02,0.25,19,0.20784386749850803,0.20776346119209735,0.00804063064106797,1867775.100989713,3500000.0,1.0,1.0,0.9473684210526315,0.8421052631578947,,,,,
holdout_id,0.02,0.3333333333333333,19,0.20784386749850803,0.20774529265475214,0.009857484375588865,1867775.100989713,3500000.0,1.0,1.0,0.9473684210526315,0.8421052631578947,,,,,
holdout_id,0.02,0.5,19,0.20784386749850803,0.20772191312720684,0.012195437130119169,1867775.100989713,3500000.0,1.0,1.0,0.9473684210526315,0.8421052631578947,,,,,
holdout_id,0.02,0.75,19,0.20784386749850803,0.20771924662114855,0.012462087735948257,1867775.100989713,3500000.0,1.0,1.0,0.9473684210526315,0.8421052631578947,,,,,
